recorded_date,response_id,bridge_used,bridge_preference,reason_not_used,reason_not_used_other,trip_start_postcode,trip_end_postcode,travel_mode,trip_reason,trip_reason_other,travel_group,trip_frequency,impact_time,impact_comfort,impact_safety,impact_connectivity,pattern_change_mode,pattern_change_time,pattern_change_freq,pattern_change_places,trip_alternative,age,gender,gender_other,postcode,education,employment_status,currently_studying,drivers_licence,household_under15,household_15_17,household_18plus,bridge_feedback
2025-05-23 15:07:46,R_4yEwnCDwOBrO4Df,Kangaroo Point Bridge,Kangaroo Point Bridge,,,4170.0,4170.0,Personal E-bike  ,"Other activity, please specify",I've only used it twice so far. Just for leisure reasons while passing with children on way to Southbank,with more than two persons,Rarely,,,,,No,No,No,No,Used a longer route,40-44,Male,,4170.0,Postgraduate Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,2,0,2,A bridge further down river. Eg Hawthorne would be more beneficial. Or west end to Guyatt Park
2025-05-23 20:21:25,R_9rB9eo7EzWKUooG,Kangaroo Point Bridge,Kangaroo Point Bridge,,,4169.0,4006.0,Personal E-scooter   ,Commute to my workplace,,alone,Daily,,,,,No,No,No,No,Used a ferry,55-59,Male,,4169.0,Bachelor Degree,Employed (paid work) typically working less than 35 hours a week,No,Car licence,0,0,4,Only alternative after closure of Storey Bridge footpaths
2025-05-24 15:12:29,R_4IQ42H1nPFmrpLz,"Kangaroo Point Bridge,Neville Bonner Bridge",Kangaroo Point Bridge,,,4169.0,4169.0,Walk ,Fitness/exercise,,alone,Few times a week,,,,,Yes,Yes,Yes,Yes,Used a ferry,65-69,Female,,4169.0,Graduate Diploma and Graduate Certificate,Retired or on an age pension,No,Car licence,0,0,0,Greater scope of walking destinations for my daily exercise routine plus ease with which to visit the city centre. 
2025-05-24 20:18:42,R_4TM2sM2Wv4Vdh7Z,"Kangaroo Point Bridge,Neville Bonner Bridge",Kangaroo Point Bridge,,,4169.0,4001.0,Walk ,To go shopping,,alone,Few times a month,,,,,Yes,Maybe,Yes,No,Used a ferry,75-79,Male,,4169.0,Years 10/11/12,Retired or on an age pension,No,Car licence,0,0,0,Easy walk into the city 
2025-05-26 08:26:45,R_4EUGHi9a4ZfUP4Z,"Kangaroo Point Bridge,Breakfast/ Yowoggera Bridge",Kangaroo Point Bridge,,,4000.0,4006.0, Pushbike  ,"Other activity, please specify",Go to my partners workplace,alone,Few times a month,,,,,No,No,No,Yes,Used a longer route,60-64,Female,,4017.0,Postgraduate Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,2,"Saves me time, keeps me off busy city streets with cars, and I also find it a beautiful place to visit and have coffee catch-ups. Thank you for the KP bridge, it is even better than imagined!"
2025-05-26 08:45:37,R_9HG2FwXthBGBGon,I have not used any of the above,Neville Bonner Bridge,Does not connect places where I typically go,,,,,,,,,,,,,,,,,,45-49,Female,,4105.0,Graduate Diploma and Graduate Certificate,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,2,1,2,"I think the green bridges are great.  I used the Goodwill and Kurilpa bridges a lot.
The biggest issue with the Kurilpa bridge is it doesn't have full roof coverage, so all users in both directions tend to huddle under the half-roof for shade and rain shelter.  I think there should be marked spaces for bikes and pedestrians, similar to the Goodwill bridge, with the pedestrians being under the roof and the bikes/scooters in the uncovered side."
2025-05-26 10:24:44,R_4JDykWYaIoxeLFD,"Kangaroo Point Bridge,Neville Bonner Bridge,Breakfast/ Yowoggera Bridge",Kangaroo Point Bridge,,,4005.0,4101.0, Pushbike  ,Visiting family/ friends/relatives/ social visit,,alone,Daily,,,,,Yes,Yes,Yes,Yes,Not travelled,50-54,Male,,4005.0,Bachelor Degree,Prefer not to answer,Prefer not to answer,Car licence,0,0,1,Which green bridge?
2025-05-27 11:11:51,R_9KGqo7D3Dr7cObL,"Kangaroo Point Bridge,Neville Bonner Bridge,Breakfast/ Yowoggera Bridge",Kangaroo Point Bridge,,,4124.0,4169.0, Pushbike  ,To go to a restaurant/ eat/drink,,with one other person,Few times a month,,,,,Yes,,,,Used a longer route,45-49,Male,,4124.0,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,2,"Allows my partner and I to ride in to meet family at the story bridge hotel, than ride back in to town to have a craft beer, then some dinner and then see a movie... before the bridge we would have only done one activity, now it's much easier to make a day of it."
2025-05-29 12:52:24,R_9SGZpMdIpnVD9JY,"Kangaroo Point Bridge,Neville Bonner Bridge,Breakfast/ Yowoggera Bridge",Kangaroo Point Bridge,,,4000.0,4000.0,Walk ,Fitness/exercise,,with one other person,Few times a month,,,,,No,No,No,Yes,Used a longer route,45-49,Male,,4000.0,Postgraduate Degree,Employed (paid work) typically working 35 hours or more in a week,No,"Car licence,Motorcycle licence,Other Licence",0,0,2,"We do regular walks around the Southbank area. Story bridge is closed which is fucking annoying, and prefer to skip Neville Bonner as it points straight at the casino - fuck the casino. 
But both Neville Bonner and Kangaroo point bridges are really nice "
2025-05-31 09:33:57,R_40iBG9I3Ygo5w6h,"Kangaroo Point Bridge,Neville Bonner Bridge",Kangaroo Point Bridge,,,4101.0,4000.0,"Other mode, please specify ____________________________","Other activity, please specify",Run,with more than two persons,On most weekends,,,,,No,Yes,Yes,Yes,Used a longer route,35-39,Male,,4101.0,Graduate Diploma and Graduate Certificate,Employed (paid work) typically working 35 hours or more in a week,No,Motorcycle licence,0,0,1,"I also regularly use the Neville Bonner bridge. Quicker and more present trip to the city then Queens at bridge. 
Makes the city effectively closer and more convenient.
Opens up a different part of the city.
Kangaroo P bridge creates a great running circuit to under river overpass track to GBB or to Howards Wharf and along the river to Tenerife and back.  "
2025-06-02 12:41:03,R_4z8PVAmcS6p7rTn,"Kangaroo Point Bridge,Neville Bonner Bridge",Kangaroo Point Bridge,,,4169.0,4169.0,Walk ,Fitness/exercise,,with one other person,Few times a week,,,,,Yes,No,No,Yes,Travelled to someplace else for the same purpose/reason/activity,55-59,Female,,4169.0,Years 10/11/12,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,1,Improved access to a different part of the city 
2025-06-03 11:54:45,R_4m4UNYa8dTeNGjB,"Kangaroo Point Bridge,Neville Bonner Bridge,Breakfast/ Yowoggera Bridge",Kangaroo Point Bridge,,,4069.0,4069.0,Personal E-bike  ,To visit Entertainment,,with one other person,Few times a month,,,,,No,Yes,Maybe,Yes,Used a longer route,50-54,Female,,4069.0,Postgraduate Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,1,4,"I now go out in the area around Kangaroo point more, specifically the Jazz bar. I used to go out at Howard Smith Wharves but can no longer easily due to the Story bridge closure. "
2025-06-03 18:06:16,R_9PyX8ucduAqEfk1,"Kangaroo Point Bridge,Neville Bonner Bridge,Breakfast/ Yowoggera Bridge",Kangaroo Point Bridge,,,4169.0,4000.0,Walk ,Commute to my workplace,,alone,Few times a week,,,,,Yes,Yes,No,Yes,Used a ferry,50-54,Female,,4169.0,Graduate Diploma and Graduate Certificate,Employed (paid work) typically working 35 hours or more in a week,No,"Car licence,Other Licence",0,0,1,I love the new bridge however the council has changed how the Ferries operate and there is bad weather it’s very difficult to get to work where as previously I could get on the ferry at Dockside and travel directly to Riverside. The Kitty Cat ferries always miss the connection with the City Cat Ferries and therefore there’s a lot of waiting around and it takes longer now to travel to riverside or the valley. I am very annoyed that I can’t walk across the Story Bridge or get a direct Ferry anymore. Therefore the new bridge is great for work but not for leisure as that amenity has really reduce for me. 
2025-06-04 06:59:32,R_4sDMjYfNcA60NXz,"Kangaroo Point Bridge,Neville Bonner Bridge",Kangaroo Point Bridge,,,4169.0,4000.0,Walk ,Commute to my workplace,,alone,Few times a week,,,,,Yes,No,No,No,Used a ferry,50-54,Female,,4169.0,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,2,0,2,
2025-06-04 17:49:35,R_9shOk4uCEToZEpH,Kangaroo Point Bridge,Kangaroo Point Bridge,,,4169.0,4000.0,Walk ,Commute to my workplace,,alone,Daily,,,,,Yes,Maybe,Maybe,Yes,Used a longer route,35-39,Male,,4169.0,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,1,
2025-06-08 23:28:29,R_4jTlcUD2lvmEGzh,Kangaroo Point Bridge,Kangaroo Point Bridge,,,4103.0,4006.0, Pushbike  ,Commute to my workplace,,alone,Few times a week,,,,,No,Maybe,Yes,Yes,Used a bus,50-54,Male,,4103.0,Postgraduate Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,2,0,2,"With the Storey bridge out of action,. I'm using the kangaroo point bridge a lot more than usual"
2025-06-09 12:01:38,R_4h1Txk1Dj4DpqrT,"Kangaroo Point Bridge,Neville Bonner Bridge,Breakfast/ Yowoggera Bridge",Breakfast/ Yowoggera Bridge,,,4006.0,4017.0, Pushbike  ,Fitness/exercise,,alone,On most weekends,,,,,No,No,No,Maybe,Used a longer route,40-44,Male,,4006.0,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,2,
2025-06-15 06:06:56,R_4niaggX3xcgLBuZ,"Kangaroo Point Bridge,Neville Bonner Bridge,Breakfast/ Yowoggera Bridge",Kangaroo Point Bridge,,,4074.0,4074.0, Pushbike  ,Fitness/exercise,,with more than two persons,On most weekends,,,,,Yes,Maybe,Yes,Yes,Travelled to someplace else for the same purpose/reason/activity,60-64,Female,,4074.0,Bachelor Degree,Employed (paid work) typically working less than 35 hours a week,No,Car licence,0,0,3,
